F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
12.19,-145.11,-9,4574.13,Medium,UK,2.63,-6.76,-150.42,-1224.6,-165.48,9,6,7.89,11016.15,57.82,23.73
12.05,-225.12,-7.47,3369.24,Very low,Europe,11.23,-23.1,-298.66,-1322.8,-161.49,9,8,3.63,-22042.35,1.34,451.7
12.62,-375.15,-6.49,2003.58,Low,Rest,3.72,15.56,-276.46,-2544.18,-111.52,12,6,16.89,42070.92,0,224.28
14.43,-434.46,-5.07,2001.99,Low,USA,1.6,-20.62,-172.56,-2050.62,-172.63,15,14,15.69,-3445.35,2.16,0
8.73,-434.46,-8.06,3538.62,Very high,USA,4.65,-30.66,-213.74,-1446.22,-207.37,9,4,17.37,7382.49,6.5,3729.17
13.5,-252.72,-9.73,1137.06,Very high,USA,3.75,-14.44,-120.2,-2522.62,-76.67,12,10,14.94,-603.12,1.12,0
8.4,-404.46,-13.21,3315.75,Very high,UK,4.48,-20.24,-234.34,-1491.5,-170.7,12,8,23.25,6834.33,2.8,1274.75
5.44,-155.64,-11.26,2816.13,Low,Europe,3.03,-18.5,-301.66,-1049.76,-145.78,6,6,9.51,6475.74,2.94,0
19.21,-435.51,-6.03,3313.71,Very low,USA,3.3,-9.84,-265.22,-2084.82,-152.47,21,2,3.27,5180.22,6.24,2274.17
9.37,-399.03,-8.37,2449.68,Very high,USA,0.7,-22.28,-259.48,-1631.2,-179.84,6,10,10.41,-521.55,0,123.15
11.43,-219.33,-7.63,2443.83,Very low,Rest,1.95,-17.26,-239.68,-798.56,-112.48,6,18,25.65,14805.18,0.36,0
11.14,-322.71,-3.71,2512.08,High,UK,6.54,-19.26,-183.24,-859.66,-183.89,27,2,5.85,23391.09,14.2,1323.82
11.11,-361.29,-1.89,2908.53,Very low,USA,3.27,-26.78,-193.62,-2044.48,-191.05,6,4,8.07,5871.06,71.68,0
15.01,-449.76,-6.4,4029.96,Low,UK,5.31,-31.78,-134.78,-1759.4,-198.57,12,8,14.01,-7464.84,0.06,982.4
12.03,-400.56,-5.39,1016.7,Very high,UK,2.45,-25.56,-244.22,-1869.34,-253.38,18,4,16.59,29031.6,2719.58,464.44
16.6,-421.92,-7.18,2091.99,Low,UK,5.24,-21.92,-295.02,-2354.86,-141.67,6,2,9.42,14306.43,4.24,214.38
5.75,-414.78,-10.11,1978.08,Very low,USA,6.48,-10.08,-209.6,-745.94,-138.3,15,12,18.87,6542.49,0.3,2534.16
11.33,-320.76,-8.82,1720.14,Low,UK,3,-12.8,-130.52,-2283.06,-126.88,0,6,3.63,11686.89,1.02,0
10.6,-362.01,-4.3,3628.92,High,Rest,5.48,-23.64,-192.02,-1517.42,-172.36,15,4,6.27,21224.4,76.36,1661.04
13.19,-418.35,-5.92,3551.61,Very high,USA,4.81,-4.62,-231.12,-777.34,-167.93,9,2,9.9,3092.94,1.42,3746.13
11.43,-492.27,-6.82,1965.96,Very low,USA,8.38,-24.86,-168.7,-2196.2,-181.97,6,8,1.8,7938.18,0.54,418.84
11.31,-213.63,-3.29,2320.53,Very high,USA,0.91,-4.06,-221.14,-1818.36,-170.21,9,14,4.44,20237.82,0.06,0
7.87,-361.56,-7.48,3806.97,High,USA,1.09,-24.06,-108.44,-1192.48,-141.56,12,6,15.9,3658.65,18.3,2814.09
11.64,-269.73,-8.88,2048.22,Medium,Europe,5.25,-15.4,-274.08,-615.46,-143.24,9,8,14.97,19800.6,0.06,506.55
19.78,-259.32,-5.41,3834.93,Low,Rest,3.57,-20.88,-151.1,-1791.76,-167.43,15,8,18.48,-4719,809.4,614.14
12.97,-222,-9.43,3434.82,Very low,Europe,5.05,-24.06,-229.08,-2024.72,-139.84,6,0,8.7,10182.27,134.32,0
12.9,-196.17,-4.19,3163.5,Very low,UK,3.26,-23.94,-145.62,-1538.78,-138.48,21,6,9.21,10724.7,0.42,13.95
12.72,-482.22,-11.95,3462,Very high,Europe,0.96,-21.84,-209.22,-1743.16,-118.66,15,8,22.08,-884.01,0.9,2742.56
13.17,-423.9,-10.56,2649.09,Low,Rest,5.16,-20.1,-195.38,-1828.46,-177.75,6,12,13.68,8714.49,0,411.2
9.41,-371.25,-6.51,1619.31,Medium,USA,4.56,-18.82,-166.92,-1641.04,-181.49,6,10,10.95,10348.95,0.12,0
12.08,-314.91,-7.39,3394.05,Medium,Rest,7.15,-12.38,-129.84,-1354.66,-157.58,24,8,13.14,6335.73,4.38,1886.84
7.49,-261.51,-10.4,2064.33,Very high,UK,2.7,-26.82,-180.42,-134.44,-106.4,21,10,11.61,12302.22,12.62,461.1
13.71,-200.64,-3.12,3596.97,Low,Rest,1.92,-10.8,-158.4,-1272.46,-181.49,9,4,6.33,-7271.73,7.48,0
13.88,-235.62,-10.49,3186.72,Low,USA,0.24,-24.5,-147.38,-1685.1,-169.73,18,2,6.36,2322.72,592.78,0
12.52,-280.86,-6.52,1376.16,Very low,Rest,1.73,-24.26,-199.28,-1579.16,-124.64,18,2,16.65,-20597.19,3.22,0
12.33,-264,-1.04,2443.23,Very low,Europe,1.24,-20.82,-123.16,-1750.02,-157.01,12,6,4.23,7215.81,2.84,0
13.26,-258.9,-6.65,2841.75,High,USA,3.78,-20.56,-255.06,-2183.84,-140.02,15,6,3.81,5407.44,227.6,0
11.1,-476.61,-10.63,1770.33,Medium,USA,18.62,-16.18,-306.46,-2242.78,-153.73,18,6,2.79,1586.97,1.2,3785.83
11.22,-113.49,-8.11,1927.89,Very high,Rest,2.52,-27.12,-229.1,-1300.04,-53.75,15,8,14.07,-6043.2,0.04,0
10.34,-301.05,-6.42,3915.51,Medium,UK,5.54,-23.42,-150.28,-1724.9,-147.62,3,10,16.98,3360.78,127.26,271.65
10.38,-269.79,-5.63,2492.7,Medium,USA,4.64,-21.54,-219.6,-2026.34,-223.33,15,4,4.77,6807.21,1.42,86.56
4.69,-230.52,-4.47,4597.32,Medium,UK,5.28,-19.26,-175.84,-1609.62,-154.23,9,8,14.7,12096.99,0.26,415.41
8.99,-380.61,-6.97,3271.89,Medium,Rest,1.68,-7,-211.78,-1265.4,-207.41,30,10,14.43,-7566.03,0.12,1640.37
8.22,-343.71,-9.13,1788.81,Very low,Rest,7.94,-13.1,-170.6,-1370.66,-114.97,12,10,14.22,3362.1,0.64,506.71
9.51,-388.35,-4.38,3608.46,Very low,UK,7.56,-20.9,-157.46,-1108.2,-325.76,9,12,11.04,32116.62,0.02,564.24
10.23,-310.35,-9.59,1519.86,Low,Europe,2.05,-17.56,-167.32,-1624.9,-199.4,9,4,2.64,1821,1.02,0
17.93,-369.12,-9.35,2159.64,Very low,Rest,3.21,-36.62,-175.48,-1628.2,-149.1,3,8,8.97,11856.42,0.16,0
8.12,-290.37,-6.47,3488.37,Low,UK,0.73,-14.74,-273.26,-1549.8,-140.76,18,0,3.48,-7454.79,3.92,211.74
9.98,-326.34,-6.01,2630.94,Very high,Europe,9.08,-45.38,-380.06,-889.18,-128.17,18,4,4.26,9294.24,183.66,2770.51
10.48,-374.01,-6.49,2590.47,Low,Europe,7.26,-19.14,-251.58,-1779.44,-162.65,15,8,7.5,-3304.29,0.06,1263.24
8.08,-190.26,-7.92,2017.35,Low,Rest,18.22,-26.52,-206.68,-2240.12,-109.89,12,6,1.71,-2616.12,0.52,823.58
18.31,-440.85,-6.93,4813.26,Very high,UK,1.06,-22.08,-56.42,-938.16,-177.12,18,6,2.97,-852.24,158.54,1340.44
17.46,-254.43,-1.49,2251.83,Low,Europe,1.7,-22.6,-157.16,-1584.42,-160.06,9,8,31.8,19438.26,0,0
14.33,-565.2,-1.99,3688.77,High,USA,2.27,-19.06,-118.4,-1906.26,-131.34,15,8,11.76,-5704.32,1.84,3666.01
12.94,-298.02,-10.08,1690.77,Very high,Europe,8.21,-26.82,-192.72,-1735.56,-193.15,9,4,14.64,-7727.7,0.12,1754.37
8.93,-356.25,-6.19,300.72,Very low,UK,0.82,-21.24,-255.18,-546.18,-81.43,9,14,20.88,25967.31,2.36,0
6.8,-437.43,-4.72,3818.64,Very high,USA,8.11,-23.78,-274.16,-822.9,-154.19,9,8,1.83,16047.66,2.4,3721.75
9.89,-332.94,-8.03,2067.15,Medium,USA,3.3,-18.16,-243.12,-1398.22,-174.23,15,8,6.42,-10142.16,3.68,112.05
14.89,-382.02,-11.53,2786.46,High,UK,1.45,-18.74,-231.46,-760.52,-229.44,9,14,6.69,15390.21,0.3,94.21
11.66,-385.83,-3.51,3701.31,Low,Europe,5.77,-23.78,-262.26,-2871.88,-158.15,3,6,1.8,12889.05,0.34,0
12.88,-376.8,-6.72,2205.96,Very high,Rest,4.39,-18.64,-154.02,-2719.98,-226.4,6,12,25.71,-1758.63,0.76,471.76
8.86,-410.49,-11.41,3456.18,Very high,Rest,4.06,-23.38,-296.46,-654.26,-160.87,3,18,9.21,-3598.53,1.38,748.62
8.22,-310.47,-6.92,1910.28,Medium,Europe,3.1,-11.44,-162.4,-1801.56,-229.98,3,2,12.42,9272.46,0.28,0
11.71,-324.66,-3.99,4204.77,Medium,USA,0.61,-19.5,-290.64,-1657.5,-158.81,15,8,5.37,16594.2,2.68,386.66
8.38,-275.04,-12.83,2114.13,Very high,Rest,2.62,-11.22,-212.4,-1581.68,-146.42,6,6,37.59,24683.58,0.1,1117.57
13.74,-305.91,-6.61,2025.99,Very high,Europe,2.25,-25.22,-123.3,-1700.54,-157.73,6,12,6.63,-696.36,51.2,0
4.07,-363.99,-11.74,3066.51,High,USA,0.99,-24.44,-207.88,-567,-163.56,9,4,16.26,4304.52,2.52,2888.44
13.79,-353.34,-9.23,2342.46,Very high,USA,6.51,-39.58,-202.68,-1127,-198.73,15,14,23.43,3395.4,1.12,3284.12
16.71,-457.83,-7.17,2284.02,High,USA,3.31,-16.36,-188.34,-908.94,-123.62,6,10,5.22,22478.13,0.58,1061.1
10.97,-217.95,-4.14,2703.78,Medium,UK,0.84,-13.12,-254.82,-1047.38,-156.53,9,6,0.12,-27703.59,0.32,0
12.46,-246.72,-8.99,2734.23,Low,USA,2.01,-20.16,-215.5,-1539.36,-153.47,0,8,17.46,26386.02,47.66,0
10.43,-184.68,-5.53,3686.1,Very low,UK,3.03,-13.98,-227.68,-593.54,-143.28,12,14,22.05,12263.04,14.2,27.18
3.63,-325.5,-7.61,2662.5,Medium,USA,2,-24.54,-196.78,-2087.72,-110.75,12,4,6.51,8672.67,26.26,0
14.11,-516.9,-4.67,3233.61,Low,USA,5.86,3.6,-143.5,-1244.06,-190.33,9,10,12.63,11301.78,0.02,3460.24
17.32,-374.91,-8.11,605.64,Low,Rest,16.52,-36.44,-276.22,-476.76,-143.29,9,4,20.01,2526.36,14.16,2617.82
10.1,-322.59,-8.05,648.9,Very low,UK,3.87,-19.32,-232.94,-1875.9,-147.77,0,10,11.52,7981.29,0.14,0
11.21,-344.88,-7.39,3220.56,Very low,UK,12.07,-23.64,-270.34,-1379.04,-226.51,3,12,7.62,-600.06,8.38,376.97
11.91,-327.12,-5.88,3146.19,Low,USA,1.12,-23.26,-226.2,-941.54,-155.63,15,6,3.09,-2293.44,1.08,234.04
5.06,-343.53,-9.54,2480.67,Very high,Rest,0.74,-13.84,-190.1,-1140.84,-140.2,6,10,15.72,605.76,0.18,319.78
13.29,-231.99,-8.13,2758.26,Very low,Europe,9.38,-19.7,-339.36,-828.28,-153.93,6,14,4.77,11324.43,9.56,0
11.73,-486.24,-7.83,3200.1,Medium,Rest,1.62,-18.96,-260.56,-609.98,-175.65,6,2,6.36,8310.93,242.28,1568.29
7.83,-286.5,-8.89,3008.1,Very low,Rest,9.91,-20.58,-330.4,-2193.22,-125.25,9,6,3.27,-17637.72,0.18,287.79
6.18,-327.66,-6.97,4509.57,Very low,Rest,1.95,-20.82,-165.4,-1943.86,-198.21,6,4,20.19,26879.73,0.98,764.78
11,-292.02,-6.25,2325.84,Medium,Europe,4.86,-26.84,-370.88,-1435.38,-216.06,21,6,2.43,-23088.75,6.56,385.39
8.54,-85.11,-11.31,2281.17,Very low,USA,1.37,-19.38,-160.22,-1610.24,-200.81,9,14,4.02,9801.84,0.06,0
10.08,-209.37,-9.2,3249.72,Very low,UK,3.07,-12.62,-166.12,-689.5,-339.36,15,12,3.99,6.18,805.54,0
16.62,-363.63,-8.96,2374.89,Very low,USA,4.79,-23.32,-122.14,-990.74,-156.55,15,10,20.04,9228.42,0,1789.7
10.75,-418.2,-10.91,4583.34,Very high,Rest,4.69,-12.84,-277.8,-1444.24,-173.2,9,12,13.8,17613.57,0.36,1910.08
15.13,-266.31,-6.87,2977.05,Very high,USA,1.13,-17.08,-126.5,-1613.74,-152.63,12,10,6.72,2251.86,46.34,0
12.67,-561.57,-6.35,1172.25,Medium,Europe,8.16,-13.5,-159.26,-1224.68,-143.37,21,6,14.91,5415.15,2.8,2920.2
13.54,-382.74,-12.11,1773.54,Medium,UK,5.56,-16.8,-249.4,-1400.3,-210.36,9,14,4.68,-3902.46,0.98,0
12.52,-302.49,-7.89,2345.31,High,USA,1.14,-18.18,-302.78,-1469.4,-186.94,3,4,34.29,6471.96,2.88,1433.63
6.76,-494.58,-11.37,3184.11,Low,Rest,3.71,-22.1,-292.38,-936.08,-167.38,3,6,17.97,7283.4,1.92,1673.54
10.79,-331.44,-14.29,3619.11,Very low,UK,2.32,-22.22,-223.5,-1823.06,-207.68,9,18,46.65,15019.29,1.48,345.92
8.55,-319.95,-2.33,2306.37,Very high,Europe,3.44,-23.3,-337.94,-850.94,-185.06,9,12,6.36,9020.01,0.82,0
14.44,-211.23,-7.93,1800.42,High,USA,1.93,-20.8,-135.08,-1656.8,-163.7,6,8,21,-4271.19,0.02,0
8.84,-322.59,-7.6,3187.98,Very high,USA,2.65,-10.4,-157.56,-745.32,-228.1,24,6,10.32,10509.54,1.58,3529.29
15.85,-357.9,-8.44,1470.99,Very low,USA,6.85,-38.52,-285.86,-1351.3,-60.63,6,4,7.17,8691,2.12,120.67
10.86,-377.37,-7.7,4084.11,Very low,UK,7.5,-8.06,-165.56,-850.44,-154.34,9,16,16.5,10665.15,0.16,659.43
7.2,-237.42,-15.95,2140.8,Low,UK,2.08,-27.66,-180.54,-1353.76,-138.78,27,4,18.27,5589.06,0.38,327.45
14.47,-387.33,-7.24,3755.64,Very high,Rest,6.43,-22.72,-283.3,-1381.58,-124.77,9,6,5.25,7131.24,0.04,1805.17
9.22,-526.47,-9.59,1243.71,Medium,Europe,2.53,-14.6,-182.88,-1842.92,-143.26,6,4,12.18,3911.7,0,952.17
6.53,-425.91,-9.41,2660.25,Very low,Rest,1.85,-9.96,-232.1,-940.34,-145.98,12,10,29.22,26614.38,3.46,1230.7
14.57,-458.67,-16.65,2201.37,High,Europe,1.41,-33.88,-175.88,-1101.74,-120.46,9,6,24.78,4794.27,6.02,2392.69
10.39,-287.1,-6.66,3634.17,Medium,Europe,2.7,-14.84,-342.62,-1237.54,-116.23,6,10,7.2,13399.02,449.28,0
8.14,-340.92,-5.94,4139.31,Very low,USA,2.44,-15.46,-304.2,-1845.2,-135.33,12,4,0.93,5497.62,8.08,204.7
12.6,-457.56,-7.45,3769.38,Very high,Europe,3.21,-16,-309.96,-1364.32,-185.27,15,4,15.39,3087.21,0.04,2908.23
10.42,-261.9,-9.71,1665.87,Very high,UK,6.02,-30.46,-151.72,-1522.18,-175.15,12,12,25.89,9407.76,0.16,330.18
9.01,-310.95,-13.32,3449.22,Very high,UK,2.1,-25.68,-218.7,-886,-174.34,9,8,14.58,6512.94,0,552.5
7.66,-382.56,-3.72,2437.89,Low,Europe,7.18,-20.68,-200.92,-1212.8,-177.47,9,4,17.4,-11785.5,10.96,2343.38
14.69,-257.52,-6.59,2407.86,Low,USA,2.56,-19.18,-161.14,-2591.38,-149.31,12,4,11.19,-4941.87,65.38,0
14.3,-486.72,-4.23,1034.7,Very low,UK,3.67,-21.28,-124.34,-948.62,-135.05,9,6,2.34,10070.46,0.32,99.59
9.58,-392.82,-1.16,3099.45,High,UK,4.97,-18.94,-151.78,-625.78,-124.49,15,12,5.64,-2853.87,0.5,707.73
8.42,-249.03,-6.2,3495.24,Very high,Rest,4.17,-29.74,-161.2,-2185.76,-168.64,15,8,3.66,4326.27,0.36,281.89
12.18,-418.23,-7.37,2459.16,High,Rest,8.6,-16.52,-152.32,-2019.04,-118.23,15,4,17.55,-3513.84,0.32,2260.73
4.1,-298.56,-4.25,5130.81,Very low,Rest,9.11,-25.16,-261.34,-1899.82,-151.67,0,4,9.09,-4611.84,0.02,1204.66
9.37,-379.05,-4.23,2905.77,Very low,USA,10.15,-14.36,-153.22,-291.72,-139.72,6,2,14.82,-5936.73,1.62,3727.63
12.9,-374.82,-5.79,2445.51,Medium,USA,4.27,-13.66,-142.66,-1301.7,-193.49,6,8,10.05,-8002.98,0.04,543.34
11.49,-295.77,-5,1838.88,High,USA,3.95,-7.3,-168.2,-1340.7,-115.9,18,10,0.45,-14768.04,10.74,0
6.89,-403.92,-7.01,2546.01,Very low,Rest,5.72,-18.86,-174.88,-1253.3,-214.59,9,4,15.66,3786,3.26,1228.04
8.36,-315.33,-15.34,2671.71,High,Europe,1.68,-16.78,-178.98,-1179.62,-167.32,12,10,23.4,9038.67,0.04,1058.94
11.54,-276.06,-6.94,2774.7,Very high,Europe,4.24,-15.7,-233.82,-705.62,-157.95,12,20,2.07,11102.46,4.88,0
11.53,-248.67,-10.35,2017.35,High,Europe,0.42,-7.94,-295.74,-819.56,-164.47,15,6,8.31,-19490.88,52.04,0
13.84,-417.9,-7.02,1049.73,Very low,Rest,5.57,-18.4,-202.28,-1478.62,-146.82,9,6,5.13,-10100.58,1.54,0
11.83,-408.06,-11.52,2896.32,Medium,Europe,2.23,-20.34,-300.58,-2307.62,-145.12,6,8,33.9,4738.32,10.42,1609.96
16.53,-151.44,-8.64,2743.23,High,Europe,4.98,-16.36,-315.32,-289.82,-176.5,15,6,23.61,25286.73,6.42,1939.06
5.27,-290.91,-10.23,1225.23,High,USA,6.26,-25,-286.26,-670.88,-155.27,6,6,6.03,-20390.58,3.18,211.1
8.12,-265.98,-7.9,2147.13,Low,Rest,3.41,-18.96,-115.24,-2683.46,-100.7,18,8,14.16,13189.14,0.4,0
12.03,-424.47,-7.9,3660.09,Very high,Rest,3.41,-26.92,-160.54,-2310.98,-202.21,21,8,5.31,25807.44,0.94,1489.92
13.47,-369.15,-4.8,1913.49,High,USA,0.63,-16.8,-235.34,-1299.78,-132.13,12,8,2.34,2481.45,4.4,0
12.22,-359.4,-5.63,1780.98,Very high,Europe,2.12,-15.02,-199.1,-2102.22,-85.6,9,8,11.04,11060.31,137.52,0
10.35,-319.74,-7.03,3058.02,Low,Rest,0.91,-27.26,-157.86,-825.34,-159.48,9,8,12.45,-7159.05,0.1,209.77
9.13,-232.59,-4.03,3901.05,Very low,Europe,0.37,-26,-325.76,-484.32,-150.93,12,12,7.14,3272.82,3.32,0
9.92,-367.2,-11.08,4003.29,High,UK,1.75,-20.22,-142.52,-1231.92,-122.63,12,6,15.45,32400.03,0.22,845.63
10.79,-321.84,-7.4,2222.67,Very high,USA,1.93,-23,-315.74,-1326.9,-116.2,12,4,2.37,45193.59,0.02,353.95
10.04,-182.04,-6.88,2972.04,Low,USA,12.43,-25.74,-291.3,-1083.14,-153.93,12,12,5.49,6206.31,0.04,662.8
13.59,-286.74,-5.28,2466.84,High,UK,4.04,-6.18,-141.82,-1731.98,-160.88,12,10,2.79,-1194.24,241.64,0
8.09,-293.7,-3.93,1164.12,Medium,Rest,0.98,-20.66,-197.22,-1904.02,-100.29,24,10,20.16,7778.43,0.34,0
10.01,-421.5,-12.39,2422.95,Low,UK,13.73,-19.82,-128.1,-1958.46,-170.76,6,4,7.05,-38381.25,0,1068.12
9.2,-530.22,-7.29,3036.03,Low,USA,4.22,-19.14,-176.84,-2704.66,-157.97,12,2,19.89,5503.98,0.28,3554.53
11.45,-397.56,-8.98,2378.82,Low,UK,1.45,-32.76,-167.08,-2237.16,-180.48,6,8,12.51,21972.72,0.02,0
7.23,-409.53,-8.85,1665.12,Very low,Rest,4.84,-25.44,-259.44,-1056.04,-238.92,18,18,12.57,8416.62,0,145.49
8.76,-373.32,-8.08,1694.13,Medium,Rest,2.27,-23.3,-120.34,-1095.58,-153.7,12,2,4.2,26530.17,0.18,461.8
12.94,-478.8,-10.08,4025.58,Low,Rest,12.93,-14.6,-222.2,-697.3,-166.4,18,8,12.81,5132.19,0.06,3754.54
12.4,-379.8,-9.12,2498.4,High,UK,1.57,-19,-241.86,-1496.02,-182.22,9,12,17.19,5921.76,0,167.75
13.01,-249.81,-5.41,3096.69,Very high,UK,8.86,-20.86,-158.72,-1840.46,-203.72,18,0,15.03,302.76,11550.96,1302.46
12.88,-406.02,-2.2,2518.71,Very low,USA,2.51,-11.32,-228.1,-1771.2,-177.68,12,8,8.16,23633.7,12.36,10.82
14.51,-172.14,-7.39,3060.15,Very low,Rest,2.26,-16.48,-384.78,-2211.36,-180.22,6,16,2.34,-1333.74,4.56,0
8.75,-388.56,-1.22,3339.63,Low,UK,22.57,-20.52,-265.5,-1008,-175.03,9,4,16.2,11589.39,4.2,3246.86
16.92,-446.31,-6.58,2895.39,Very high,Rest,5.29,-21.24,-264.94,-327.56,-111.81,15,10,36.69,-2980.47,0.66,3415.18
13.02,-270.66,-6.84,2293.17,Medium,USA,7.39,-2.92,-168.24,-1094.62,-183.4,3,8,4.95,13820.52,1.84,16.59
12.19,-361.77,-3.27,3713.4,Very low,UK,4.27,-19.9,-343.4,-1094.7,-236.96,6,6,26.28,16504.47,2.46,790.97
10.26,-275.73,-8.49,2692.65,Very low,Europe,11.13,-22.88,-220.52,-1272.04,-164.11,12,4,13.68,4311.6,56.66,2175.35
8.71,-335.88,-3.61,3111.66,High,USA,3.29,-2.16,-156.28,-1933.88,-124.12,12,8,9,31485.06,0.12,578.19
7.36,-235.74,-5.73,3313.29,Very low,Europe,1.16,-17.4,-151.66,-739.6,-130,9,12,8.61,6738.24,62.84,0
7.34,-247.62,-9.47,3612.69,High,USA,6.89,-23.36,-184.94,-835.22,-169.18,9,8,2.58,3493.38,0.68,1365.78
12.78,-281.01,-5.64,3839.94,Medium,Rest,6.33,-19.72,-118.8,-1829.8,-140.42,18,10,12,5232.18,0,1096.39
8.45,-419.22,-12.19,1875.57,Very high,UK,9.56,-21.26,-128.7,-1768.28,-148.93,18,8,14.01,-4363.05,34.76,1281.85
14.57,-193.41,-7.74,2414.64,Low,Europe,1.62,-18.12,-197.06,-2025.82,-158.27,30,6,8.31,6442.86,3.52,0
7.77,-281.88,-6.04,1813.86,Medium,Europe,4.99,-11.78,-213.1,-1401.02,-126.77,3,8,2.58,-8283.81,371.74,0
13.3,-292.92,-8.27,2490.63,High,Rest,4.17,-18.8,-175.22,-2019.72,-139.44,15,4,10.17,7465.2,5.7,588.91
16.58,-436.92,-8.23,3548.58,Very high,USA,10.26,-19.9,-264.36,-789.36,-140.39,12,14,19.56,-15238.11,0.5,3789.63
6.9,-357.54,-5.27,1589.4,Very low,USA,3.72,-30.06,-321.64,-1942.48,-118.08,6,6,3.39,1316.73,26.72,0
7.7,-287.73,-4.91,3992.58,Low,Rest,9.05,-15.18,-272.44,-155.92,-168.32,3,6,10.35,1225.74,0,1721.82
9.32,-318.33,-8.11,2526,Very high,Rest,2.47,-31.16,-152.06,-249.08,-142.71,18,4,24.96,-7371.33,0,2308.05
8.61,-430.83,-4.68,994.71,Very high,USA,1.19,-44.82,-245.72,-774.84,-239.75,6,4,29.46,-1258.98,0.06,3102.52
9.44,-402.27,-5.33,1114.14,Medium,UK,4.24,-23.36,-229.98,-2064.08,-132.03,18,8,13.02,4823.76,5.76,184.2
6.04,-365.94,-8.89,2228.34,Very high,UK,4.53,-17.82,-224.34,-832.72,-183.52,6,6,5.13,-4756.53,0.18,425.35
15.34,-417.45,-7.44,1496.16,Very low,UK,1.02,-29.28,-340.28,-845.6,-49.39,21,10,1.95,10042.83,0.18,0
11.86,-147.21,-4.21,2827.26,Low,Rest,3.6,-18.3,-320.16,-1786.98,-198.74,15,6,28.53,13294.38,0.02,260.01
7.08,-311.01,-4.65,1136.97,Very low,UK,4.09,-12.12,-173.7,-1303.4,-149.29,9,10,7.41,-335.58,0.04,0
15.69,-467.13,-13.81,2451.57,High,UK,11.25,-24.26,-199.96,-1257.38,-167.5,9,4,1.53,5315.46,3.46,1414.85
10.38,-270.54,-10.9,2020.59,Medium,USA,5.21,-17.88,-220.32,-1621.54,-199.8,18,4,4.56,-19642.02,7.74,304.96
10.39,-165.9,-11.49,2771.49,High,USA,0.42,-13.68,-257.34,-1351.64,-130.19,12,6,9.03,791.64,19.86,0
6.33,-361.5,-1.94,1497.81,Medium,UK,13.69,-19.66,-269.6,-1881.64,-130.3,9,8,2.13,7177.29,1.02,456.27
9.47,-333.99,-2.68,1805.94,Very high,USA,6.7,-23.86,-241.9,-1945.62,-154.24,21,4,23.91,-5581.08,56.12,3613.01
6.32,-194.25,-13.75,3493.23,Very low,USA,1.96,-16.36,-255.2,-1713.62,-169.76,18,4,10.62,39961.59,3.32,0
11.86,-412.35,-4.67,1408.98,Low,Europe,2.01,-18.52,-188.42,-1574.6,-175.21,6,6,7.38,7398.48,0.22,0
11.53,-213.3,-4.95,2465.04,Very high,USA,3,-12.86,-246.48,-990.86,-149.76,21,6,33.78,4595.67,0.38,3464.23
3.33,-331.17,-6.46,2502.27,Low,Europe,0.52,-40.64,-224.4,-1535.5,-165.15,18,8,22.02,9424.89,0.2,350.89
9.75,-231.33,-9.23,3514.74,Very low,Europe,2.02,-12.04,-227.6,-839.6,-132.42,21,16,6.18,-186.09,0.34,0
9.3,-382.17,-6.65,3243.36,Medium,USA,2.38,-4.82,-295.16,-1495.62,-117.51,21,4,6.33,10125.72,53.76,2637.04
16.57,-322.53,-10.51,1538.91,Very low,USA,5.68,-1.92,-150.82,-988.96,-170.73,0,4,14.46,13308.15,0.78,17.45
13.61,-262.59,-7.65,2304.15,Very high,USA,6.55,-26.44,-155.64,-1283.08,-129.24,6,4,11.37,35572.62,0.32,1454.05
13.27,-331.2,-3.57,3229.68,Low,USA,2.38,-25.78,-248.58,-1819.28,-175.06,15,16,19.65,10242.78,42.38,24.04
11.08,-303.42,-10.34,4030.89,Low,Rest,4.55,-27.94,-297.92,-949.96,-74.41,21,16,8.16,1735.71,0.4,751.89
7.63,-373.14,-8.82,1186.68,High,UK,1.63,-35,-131.02,-859.04,-215.33,18,14,5.22,49875.42,0.02,0
5.09,-354.39,-2.59,1524.69,Very high,Rest,0.84,-22.44,-252.82,-854.98,-219.79,15,12,10.8,9333.57,1.38,197.09
10.83,-286.2,-7.8,3416.88,Very high,USA,4.11,-24.18,-167.56,-733.52,-196.93,12,6,32.82,8115.57,14.66,3734.99
7.38,-437.64,-8.47,2620.56,Medium,Rest,3.43,-18.44,-229.7,-937.74,-178.39,21,8,22.65,6274.68,3.98,2165.69
12.97,-351.72,-9.68,3475.74,Low,Rest,7.55,-19.2,-175.32,-1520.74,-194.7,12,2,9.36,10071.78,3.06,1657.03
12.11,-458.52,-9.98,3524.22,Low,Rest,4.19,-11.6,-222.62,-1751.5,-183.48,6,6,5.46,5652.81,1.92,908.92
9.15,-471.3,-8.64,4497.54,Medium,Rest,2.05,-34.62,-300.92,-983.82,-123.2,12,6,5.88,6559.65,11.54,1868.61
12.6,-209.19,-7.29,3549.66,Very low,Europe,5.03,-17.46,-180.84,-1368.14,-163.6,9,8,12.33,10712.25,46.94,0
10.28,-344.52,-4.33,2100.21,Medium,USA,1.49,-19.56,-267.26,-1504.2,-162.77,15,10,6.96,8551.35,0.3,0
12.17,-207.24,-12.07,2986.83,Low,Europe,7.66,0.22,-207.54,-1505.36,-198.46,9,6,8.94,-11382.45,288.16,0
